CAS-Number,X%,EHOMO,Mor29u,NdsCH,GATS1e,X3A,1/T,SdsCH,nR=Cp,F02[F-Br],RDF015m,BIC1,SpMin8_Bh(p),NssssC
000109-66-0,0,-0.3195,-0.775,0,1.7,0.354,0.001029 ,0,0,0,3.599,0.29,0,0
000109-66-0,0,-0.3195,-0.775,0,1.7,0.354,0.000945 ,0,0,0,3.599,0.29,0,0
000109-66-0,0,-0.3195,-0.775,0,1.7,0.354,0.000835 ,0,0,0,3.599,0.29,0,0
000109-66-0,0,-0.3195,-0.775,0,1.7,0.354,0.000766 ,0,0,0,3.599,0.29,0,0
000109-86-4,0,-0.26725,-0.156,0,1.035,0.354,0.003356 ,0,0,0,3.052,0.568,0,0
000109-97-7,0,-0.21858,-0.054,0,1.239,0.25,0.003356 ,0,0,0,1.499,0.582,0,0
000110-12-3,0,-0.25612,-0.724,0,0.538,0.264,0.003356 ,0,0,0,5.452,0.436,0,0
000110-54-3,0,-0.31304,-0.893,0,1.667,0.319,0.003356 ,0,0,0,4.496,0.272,0,0
000110-54-3,0,-0.31304,-0.893,0,1.667,0.319,0.002667 ,0,0,0,4.496,0.272,0,0
000110-54-3,0,-0.31304,-0.893,0,1.667,0.319,0.001112 ,0,0,0,4.496,0.272,0,0
000110-54-3,0,-0.31304,-0.893,0,1.667,0.319,0.001006 ,0,0,0,4.496,0.272,0,0
000110-54-3,0,-0.31304,-0.893,0,1.667,0.319,0.000890 ,0,0,0,4.496,0.272,0,0
000110-54-3,0,-0.31304,-0.893,0,1.667,0.319,0.000834 ,0,0,0,4.496,0.272,0,0
000110-71-4,0,-0.26399,-0.312,0,0.933,0.319,0.003356 ,0,0,0,3.552,0.396,0,0
000110-82-7,0,-0.29925,-0.765,0,1.417,0.25,0.003077 ,0,0,0,5.271,0.22,0,0
000110-83-8,0,-0.24462,-0.495,2,1.25,0.25,0.003356 ,4.535,0,0,4.699,0.489,0,0
000111-15-9,0,-0.27273,-0.603,0,0.804,0.273,0.003356 ,0,0,0,5.439,0.482,0,0
000111-43-3,0,-0.26007,-0.861,0,0.913,0.302,0.003356 ,0,0,0,5.091,0.363,0,0
000111-70-6,0,-0.27946,-0.817,0,1.049,0.291,0.003356 ,0,0,0,6.275,0.367,0.341,0
000111-90-0,0,-0.26375,-0.621,0,0.991,0.285,0.003356 ,0,0,0,6.403,0.413,0,0
000112-41-4,0,-0.26074,-1.379,1,1.5,0.273,0.003356 ,2.025,1,0,9.097,0.35,0.656,0
000115-20-8,33.3,-0.31664,0.028,0,1.036,0.354,0.003356 ,0,0,0,1.346,0.806,0,1
000118-74-1,50,-0.27468,0.089,0,0.917,0.207,0.003356 ,0,0,0,2.371,0.256,0,0
000120-12-7,0,-0.20495,-0.202,0,0.758,0.178,0.002890 ,0,0,0,7.125,0.292,0.278,0
000120-83-2,15.4,-0.24403,0.092,0,0.811,0.22,0.003356 ,0,0,0,2.119,0.665,0,0
000122-34-9,4,-0.24806,-0.436,0,0.936,0.196,0.003356 ,0,0,0,4.652,0.567,0.263,0
000123-35-3,0,-0.23759,-0.713,2,1.3,0.272,0.003096 ,4.035,2,0,5.982,0.54,0.293,0
000123-35-3,0,-0.23759,-0.713,2,1.3,0.272,0.002681 ,4.035,2,0,5.982,0.54,0.293,0
000123-42-2,0,-0.25072,-0.598,0,0.785,0.204,0.003356 ,0,0,0,5.493,0.537,0,1
000123-91-1,0,-0.25022,-0.271,0,0.886,0.25,0.003356 ,0,0,0,4.979,0.362,0,0
000124-72-1,62.5,-0.32098,-0.128,0,1.093,0.289,0.003356 ,0,0,1,1.495,0.712,0,1
000127-91-3,0,-0.23993,-0.57,0,1.204,0.168,0.003356 ,0,1,0,7.961,0.503,0.302,1
000132-64-9,0,-0.23381,0.218,0,0.787,0.17,0.002899 ,0,0,0,5.499,0.389,0.061,0
000135-19-3,0,-0.21979,0.015,0,0.944,0.19,0.003356 ,0,0,0,4.756,0.444,0.037,0
000141-32-2,0,-0.28501,-0.685,1,0.71,0.285,0.003300 ,1.176,1,0,4.944,0.608,0,0
000142-29-0,0,-0.24419,-0.496,2,1.2,0.25,0.003356 ,4.472,0,0,3.559,0.537,0,0
000142-82-5,0,-0.30867,-1.02,0,1.643,0.302,0.001143 ,0,0,0,5.393,0.258,0,0
000142-82-5,0,-0.30867,-1.02,0,1.643,0.302,0.001024 ,0,0,0,5.393,0.258,0,0
000142-82-5,0,-0.30867,-1.02,0,1.643,0.302,0.000889 ,0,0,0,5.393,0.258,0,0
000142-82-5,0,-0.30867,-1.02,0,1.643,0.302,0.000826 ,0,0,0,5.393,0.258,0,0
000142-82-5,0,-0.30867,-1.02,0,1.643,0.302,0.000777 ,0,0,0,5.393,0.258,0,0
000152-18-1,0,-0.2461,-0.013,0,1.253,0.285,0.003356 ,0,0,0,5.788,0.462,0,0
000206-44-0,0,-0.2247,-0.058,0,0.7,0.157,0.002809 ,0,0,0,8.641,0.294,0.524,0
000208-96-8,0,-0.22684,-0.158,2,0.72,0.167,0.002890 ,4.356,0,0,6.545,0.423,0.081,0
000262-12-4,0,-0.2108,0.293,0,0.831,0.178,0.003356 ,0,0,0,5.044,0.372,0.157,0
000281-23-2,0,-0.28018,-0.25,0,1.161,0.167,0.003356 ,0,0,0,9.974,0.278,0.233,0
000287-92-3,0,-0.31513,-0.715,0,1.4,0.25,0.002941 ,0,0,0,4.045,0.235,0,0
000288-42-6,0,-0.26667,-0.078,0,0.923,0.25,0.003356 ,0,0,0,0.903,0.709,0,0
000291-64-5,0,-0.30164,-0.976,0,1.429,0.25,0.003077 ,0,0,0,5.765,0.209,0,0
000292-64-8,0,-0.29149,-1.161,0,1.438,0.25,0.003333 ,0,0,0,6.747,0.2,0.338,0
000293-96-9,0,-0.29666,-1.357,0,1.45,0.25,0.003356 ,0,0,0,8.153,0.187,0.417,0
000333-36-8,40,-0.32235,-0.163,0,0.885,0.232,0.003356 ,0,0,0,3.942,0.544,0,2
000353-59-3,80,-0.32139,-0.034,0,1.7,0,0.003356 ,0,0,2,0.223,0.961,0,1
000359-11-5,50,-0.28075,-0.069,1,0.919,0.408,0.003356 ,-0.75,2,0,0.321,0.693,0,0
000375-03-1,46.7,-0.35129,-0.119,0,1.016,0.212,0.003356 ,0,0,0,3.73,0.599,0,3
000407-59-0,42.9,-0.3968,-0.458,0,0.775,0.232,0.003356 ,0,0,0,3.958,0.498,0,2
000422-05-9,41.7,-0.32378,-0.147,0,0.981,0.243,0.003356 ,0,0,0,3.158,0.708,0,2
000422-05-9,41.7,-0.32378,-0.147,0,0.981,0.243,0.003247 ,0,0,0,3.158,0.708,0,2
000425-87-6,33.3,-0.32872,-0.13,0,0.815,0.275,0.003356 ,0,0,0,2.784,0.729,0,1
000431-63-0,54.5,-0.37828,-0.22,0,0.994,0.237,0.003356 ,0,0,0,3.015,0.562,0,1
000460-43-5,25,-0.29485,-0.176,0,0.733,0.25,0.003356 ,0,0,0,2.636,0.642,0,1
000461-18-7,20,-0.29582,-0.266,0,0.699,0.256,0.003484 ,0,0,0,4.173,0.636,0,1
000461-18-7,20,-0.29582,-0.266,0,0.699,0.256,0.002793 ,0,0,0,4.173,0.636,0,1
000463-04-7,0,-0.2839,-0.577,0,0.364,0.291,0.003356 ,0,0,0,5.428,0.478,0,0
000469-61-4,0,-0.23095,-1.464,1,1.205,0.154,0.003356 ,2.567,0,0,13.079,0.421,1.025,2
000493-02-7,0,-0.28227,-1.233,0,1.303,0.193,0.003356 ,0,0,0,9.361,0.247,0.417,0
000497-26-7,0,-0.26916,-0.168,0,0.886,0.235,0.003356 ,0,0,0,4.81,0.475,0,0
000502-49-8,0,-0.24821,-0.912,0,0.513,0.239,0.003356 ,0,0,0,6.781,0.352,0.324,0
000505-29-3,0,-0.22779,-0.489,0,0.737,0.25,0.003597 ,0,0,0,1.879,0.362,0,0
000505-29-3,0,-0.22779,-0.489,0,0.737,0.25,0.003115 ,0,0,0,1.879,0.362,0,0
000512-51-6,26.7,-0.33595,-0.306,0,0.718,0.246,0.003356 ,0,0,0,4.096,0.614,0,1
000513-53-1,0,-0.23999,-0.542,0,1.201,0.408,0.003356 ,0,0,0,2.741,0.492,0,0
000529-20-4,0,-0.26494,-0.214,1,0.475,0.216,0.003356 ,0.87,0,0,4.089,0.604,0,0
000540-84-1,0,-0.30252,-0.922,0,1.625,0.204,0.003356 ,0,0,0,5.79,0.294,0,1
000541-73-1,16.7,-0.26393,-0.026,0,0.481,0.22,0.003356 ,0,0,0,1.877,0.491,0,0
000544-10-5,5,-0.29526,-0.745,0,0.559,0.302,0.003356 ,0,0,0,4.548,0.357,0,0
000547-64-8,0,-0.28101,-0.209,0,0.908,0.297,0.003356 ,0,0,0,3.492,0.665,0,0
000556-56-9,11.1,-0.25709,-0.168,1,1.023,0.5,0.003356 ,1.862,1,0,1.018,0.763,0,0
000563-46-2,0,-0.2509,-0.468,0,1.5,0.408,0.003356 ,0,1,0,2.897,0.556,0,0
000565-80-0,0,-0.24809,-0.809,0,0.538,0.263,0.003356 ,0,0,0,5.19,0.355,0,0
000575-37-1,0,-0.21737,-0.368,0,0.92,0.186,0.003356 ,0,0,0,6.67,0.486,0.124,0
000581-40-8,0,-0.21812,-0.443,0,0.92,0.191,0.003356 ,0,0,0,6.638,0.486,0.037,0
000584-02-1,0,-0.27519,-0.514,0,1.046,0.348,0.003356 ,0,0,0,4.483,0.449,0,0
000590-35-2,0,-0.30851,-0.741,0,1.643,0.25,0.003356 ,0,0,0,5.095,0.293,0,1
000591-49-1,0,-0.2343,-0.576,1,1.286,0.237,0.003356 ,2.351,0,0,5.719,0.471,0,0
000591-95-7,0,-0.2582,-0.341,1,1.3,0.354,0.003356 ,1.889,1,0,1.906,0.641,0,0
000592-57-4,0,-0.21915,-0.348,4,1.083,0.25,0.003356 ,8.535,0,0,3.903,0.559,0,0
000593-60-2,16.7,-0.26706,-0.066,1,0.5,0,0.003356 ,1.563,2,0,0.044,0.693,0,0
000594-56-9,0,-0.25105,-0.609,0,1.5,0.289,0.003356 ,0,1,0,4.37,0.46,0,1
000594-82-1,0,-0.3016,-1.071,0,1.625,0.25,0.001100 ,0,0,0,5.337,0.246,0,2
000594-82-1,0,-0.3016,-1.071,0,1.625,0.25,0.000943 ,0,0,0,5.337,0.246,0,2
000598-58-3,0,-0.33433,-0.024,0,0.419,0.408,0.003356 ,0,0,0,1.776,0.68,0,0
000616-12-6,0,-0.2356,-0.609,1,1.5,0.348,0.003356 ,2.139,0,0,3.895,0.466,0,0
000622-14-0,0,-0.20403,0.012,0,1.233,0.212,0.003356 ,0,0,0,6.698,0.443,0.543,0
000624-64-6,0,-0.24644,-0.404,2,1.5,0.5,0.003356 ,4,0,0,2.061,0.5,0,0
000625-06-9,0,-0.27737,-0.753,0,1.049,0.204,0.003356 ,0,0,0,6.14,0.4,0,1
000625-86-5,0,-0.21478,-0.476,0,0.847,0.217,0.003356 ,0,0,0,3.425,0.567,0,0
000627-20-3,0,-0.24682,-0.459,2,1.5,0.354,0.003356 ,4.181,0,0,2.926,0.522,0,0
000628-05-7,0,-0.30367,-0.742,0,0.216,0.249,0.003356 ,0,0,0,4.629,0.446,0,0
000628-81-9,0,-0.25687,-0.65,0,0.913,0.302,0.003356 ,0,0,0,5.137,0.363,0,0
000629-62-9,0,-0.29287,-1.994,0,1.567,0.267,0.003356 ,0,0,0,12.567,0.196,0.976,0
000646-04-8,0,-0.24682,-0.459,2,1.5,0.354,0.003356 ,4.181,0,0,2.932,0.522,0,0
000683-08-9,0,-0.28589,-0.511,0,1.039,0.232,0.003597 ,0,0,0,8.972,0.449,0,0
000690-08-4,0,-0.24692,-0.555,2,1.5,0.25,0.003356 ,4.271,0,0,4.52,0.439,0,1
000692-49-9,50,-0.3458,-0.219,2,0.919,0.232,0.004184 ,-1.708,0,0,3.015,0.5,0,2
000692-49-9,50,-0.3458,-0.219,2,0.919,0.232,0.002674 ,-1.708,0,0,3.015,0.5,0,2
000695-12-5,0,-0.25908,-0.844,1,1.313,0.23,0.003356 ,2.11,1,0,6.23,0.439,0.084,0
000756-79-6,0,-0.29024,-0.451,0,1.083,0.319,0.003378 ,0,0,0,6.757,0.492,0,0
000759-94-4,0,-0.23897,-0.888,0,0.672,0.221,0.003356 ,0,0,0,6.814,0.417,0.565,0
000764-13-6,0,-0.24067,-0.485,1,1.375,0.264,0.003356 ,2.183,1,0,5.073,0.488,0,0
000768-49-0,0,-0.22499,-0.15,1,1.05,0.211,0.003356 ,2.167,0,0,5.112,0.517,0.029,0
000821-55-6,0,-0.25554,-1.111,0,0.562,0.269,0.003356 ,0,0,0,7.337,0.356,0.402,0
000868-85-9,0,-0.30229,-0.111,0,1.112,0.348,0.003333 ,0,0,0,7.365,0.594,0,0
000881-03-8,0,-0.24361,-0.162,0,0.193,0.174,0.003356 ,0,0,0,6.686,0.561,0.108,0
000926-54-5,0,-0.22743,-0.348,2,1.333,0.289,0.003356 ,3.947,1,0,3.09,0.589,0,0
000935-31-9,0,-0.24189,-0.982,2,1.35,0.25,0.003356 ,4.705,0,0,7.679,0.361,0.401,0
001066-40-6,0,-0.28696,-0.136,0,1.794,0,0.003356 ,0,0,0,0.109,0.443,0,0
001115-15-7,0,-0.24153,-0.168,2,0.357,0.348,0.003356 ,2.653,2,0,3.577,0.529,0,0
001119-40-0,0,-0.28348,-0.246,0,0.754,0.279,0.003356 ,0,0,0,5.829,0.484,0,0
001134-23-2,0,-0.23808,-1.012,0,0.657,0.2,0.003356 ,0,0,0,9.493,0.407,0.707,0
001428-33-7,25,-0.2964,-0.16,1,0.705,0.249,0.003356 ,0.969,1,0,4.18,0.726,0,1
001476-23-9,0,-0.25601,-0.109,1,0.6,0.319,0.003165 ,1.533,1,0,2.014,0.769,0,0
001518-72-5,0,-0.22279,-0.91,0,0.825,0.232,0.003356 ,0,0,0,5.412,0.301,0,2
001576-87-0,0,-0.2633,-0.335,3,0.505,0.319,0.003367 ,4.094,0,0,2.833,0.675,0,0
001634-04-4,0,-0.25776,-0.508,0,0.91,0.354,0.003356 ,0,0,0,4.324,0.371,0,1
001717-00-6,37.5,-0.32087,-0.076,0,0.649,0,0.003356 ,0,0,0,1.22,0.768,0,1
002004-70-8,0,-0.2306,-0.224,3,1.3,0.354,0.003356 ,5.576,1,0,1.971,0.601,0,0
002050-47-7,8.7,-0.23667,0.137,0,0.72,0.206,0.002577 ,0,0,0,4.453,0.443,0.133,0
002050-68-2,9.1,-0.24109,-0.128,0,0.457,0.199,0.002899 ,0,0,0,4.972,0.413,0.133,0
002050-68-2,9.1,-0.24109,-0.128,0,0.457,0.199,0.002732 ,0,0,0,4.972,0.413,0.133,0
002051-60-7,4.5,-0.24545,0.02,0,0.471,0.193,0.002755 ,0,0,0,5.05,0.365,0.053,0
002051-62-9,4.5,-0.23847,-0.097,0,0.471,0.199,0.003356 ,0,0,0,5.033,0.365,0.133,0
002051-62-9,4.5,-0.23847,-0.097,0,0.471,0.199,0.002915 ,0,0,0,5.033,0.365,0.133,0
002108-66-9,0,-0.31588,-0.657,0,0.292,0.211,0.003356 ,0,0,0,7.281,0.427,0,0
002240-88-2,25,-0.30307,-0.262,0,0.766,0.25,0.003484 ,0,0,0,3.262,0.729,0,1
002240-88-2,25,-0.30307,-0.262,0,0.766,0.25,0.002793 ,0,0,0,3.262,0.729,0,1
002314-97-8,80,-0.3004,-0.072,0,1.28,0,0.003378 ,0,0,0,0.312,0.685,0,1
002437-56-1,0,-0.26072,-1.484,1,1.5,0.271,0.003390 ,2.029,1,0,9.993,0.334,0.755,0
002437-79-8,18.2,-0.26354,-0.139,0,0.494,0.185,0.002915 ,0,0,0,4.901,0.459,0,0
002562-37-0,0,-0.2876,-0.404,1,0.199,0.216,0.003356 ,1.726,0,0,5.841,0.57,0,0
002568-90-3,0,-0.25885,-1.109,0,0.907,0.276,0.001408 ,0,0,0,7.885,0.349,0.469,0
002837-89-0,62.5,-0.34638,-0.179,0,1.162,0.289,0.003356 ,0,0,0,1.475,0.712,0,1
003031-73-0,0,-0.26777,0.048,0,0.657,0,0.003356 ,0,0,0,2.181,0.823,0,0
003296-50-2,0,-0.28895,-1.082,0,1.282,0.189,0.003356 ,0,0,0,8.439,0.259,0.375,0
003638-64-0,0,-0.31486,-0.045,1,0.231,0.408,0.003356 ,0.639,1,0,1.13,0.649,0,0
003822-68-2,55.6,-0.39893,-0.061,0,1.469,0.204,0.003356 ,0,0,0,1.339,0.627,0,1
004170-30-3,0,-0.26403,-0.27,3,0.5,0.354,0.003356 ,3.882,0,0,1.97,0.724,0,0
004551-51-3,0,-0.2905,-1.282,0,1.282,0.189,0.003356 ,0,0,0,8.297,0.259,0.375,0
005131-66-8,0,-0.26391,-0.768,0,0.981,0.273,0.003356 ,0,0,0,6.862,0.449,0.166,0
005409-83-6,9.5,-0.24593,0.158,0,0.638,0.17,0.002817 ,0,0,0,5.352,0.514,0.043,0
005595-10-8,55.6,-0.30791,-0.088,1,1.054,0.261,0.003356 ,-1.125,1,0,1.747,0.763,0,1
006004-38-2,0,-0.28854,-1.002,0,1.161,0.161,0.003356 ,0,0,0,9.229,0.278,0.274,0
006163-75-3,0,-0.2903,-0.361,0,1.056,0.285,0.003597 ,0,0,0,7.755,0.479,0,0
006163-75-3,0,-0.2903,-0.361,0,1.056,0.285,0.002874 ,0,0,0,7.755,0.479,0,0
006642-30-4,0,-0.2648,-0.113,0,0.878,0.348,0.003356 ,0,0,0,2.158,0.678,0,0
006728-26-3,0,-0.26268,-0.529,3,0.514,0.302,0.003096 ,4.201,0,0,3.72,0.636,0,0
006745-71-7,0,-0.28586,-0.159,0,0.433,0.264,0.003356 ,0,0,0,3.605,0.679,0,0
006876-00-2,4.3,-0.2391,0.065,0,0.753,0.202,0.002967 ,0,0,0,4.499,0.399,0.133,0
007012-37-5,13.6,-0.2501,-0.051,0,0.47,0.191,0.003356 ,0,0,0,4.953,0.443,0.025,0
007012-37-5,13.6,-0.2501,-0.051,0,0.47,0.191,0.002755 ,0,0,0,4.953,0.443,0.025,0
007581-97-7,14.3,-0.30197,-0.386,0,0.501,0.333,0.003356 ,0,0,0,2.811,0.45,0,0
010061-02-6,22.2,-0.27719,-0.194,2,0.534,0.354,0.003356 ,3.052,1,0,1.045,0.86,0,0
013029-08-8,9.1,-0.25503,-0.024,0,0.457,0.189,0.002915 ,0,0,0,4.979,0.413,0.033,0
013389-42-9,0,-0.24553,-0.901,2,1.5,0.291,0.003356 ,4.353,0,0,5.622,0.436,0.069,0
014371-10-9,0,-0.25574,-0.22,3,0.476,0.224,0.003356 ,4.023,0,0,3.909,0.46,0.003,0
015862-07-4,13.6,-0.25226,-0.026,0,0.47,0.191,0.003096 ,0,0,0,5.037,0.443,0.022,0
015862-07-4,13.6,-0.25226,-0.026,0,0.47,0.191,0.002747 ,0,0,0,5.037,0.443,0.022,0
016606-02-3,13.6,-0.25177,-0.044,0,0.47,0.192,0.003106 ,0,0,0,4.948,0.443,0.01,0
017321-47-0,0,-0.24205,-0.132,0,1.383,0.319,0.003356 ,0,0,0,3.708,0.65,0,0
018259-05-7,22.7,-0.26501,0.213,0,0.526,0.187,0.002915 ,0,0,0,5.276,0.465,0.031,0
018829-55-5,0,-0.26229,-0.636,3,0.524,0.291,0.003356 ,4.266,0,0,4.623,0.582,0,0
020825-71-2,0,-0.26431,-0.116,2,0.718,0.235,0.003356 ,3.088,0,0,2.766,0.815,0,0
022410-44-2,41.7,-0.35048,-0.078,0,0.952,0.243,0.003356 ,0,0,0,2.732,0.642,0,2
026103-08-2,53.3,-0.36639,-0.26,0,1.201,0.175,0.003356 ,0,0,0,3.795,0.536,0,2
028167-51-3,0,-0.2356,-0.25,0,1.245,0.251,0.003356 ,0,0,0,5.593,0.476,0,0
030746-58-8,18.2,-0.23099,0.295,0,0.773,0.177,0.003356 ,0,0,0,5.146,0.52,0.024,0
033284-50-3,9.1,-0.24849,-0.017,0,0.457,0.19,0.002755 ,0,0,0,5.006,0.413,0.048,0
038379-99-6,22.7,-0.25941,0.019,0,0.526,0.184,0.003356 ,0,0,0,4.972,0.465,0,0
038380-03-9,22.7,-0.26348,0.118,0,0.526,0.189,0.002755 ,0,0,0,5.04,0.465,0,0
039227-62-8,27.3,-0.24354,0.219,0,0.858,0.173,0.002899 ,0,0,0,5.003,0.492,0,0
041464-39-5,18.2,-0.25848,-0.075,0,0.494,0.188,0.003356 ,0,0,0,4.963,0.459,0.01,0
051452-87-0,8.7,-0.24071,0.083,0,0.72,0.199,0.002890 ,0,0,0,4.449,0.443,0.046,0
054396-97-3,0,-0.27222,-0.758,0,0.785,0.265,0.003356 ,0,0,0,7.118,0.427,0.229,0
057041-67-5,50,-0.3881,-0.085,0,1.152,0.23,0.003356 ,0,0,0,2.527,0.614,0,1
082944-61-4,0,-0.31474,-0.809,0,0.306,0.235,0.003356 ,0,0,0,7.356,0.417,0.328,0
138779-12-1,0,-0.2823,-0.351,0,0.395,0.276,0.003356 ,0,0,0,4.535,0.635,0,0
147217-71-8,8.7,-0.2388,0.076,0,0.72,0.199,0.002639 ,0,0,0,4.473,0.443,0.133,0
188690-77-9,50,-0.39505,0.012,0,1.46,0.185,0.003356 ,0,0,0,4.309,0.5,0,3
000050-00-0,0,-0.28174,0.012,0,0.554,0,0.003356 ,0,0,0,0,0.75,0,0
000060-29-7,0,-0.26088,-0.502,0,0.908,0.354,0.003356 ,0,0,0,3.319,0.374,0,0
000064-17-5,0,-0.28053,-0.178,0,1.07,0,0.002364 ,0,0,0,1.802,0.627,0,0
000064-17-5,0,-0.28053,-0.178,0,1.07,0,0.001330 ,0,0,0,1.802,0.627,0,0
000064-19-7,0,-0.2941,-0.121,0,0.907,0,0.003356 ,0,0,0,1.181,0.802,0,0
000067-63-0,0,-0.27914,-0.312,0,1.053,0,0.003937 ,0,0,0,2.762,0.515,0,0
000067-63-0,0,-0.27914,-0.312,0,1.053,0,0.002660 ,0,0,0,2.762,0.515,0,0
000067-64-1,0,-0.25918,-0.318,0,0.5,0,0.000992 ,0,0,0,1.943,0.473,0,0
000067-64-1,0,-0.25918,-0.318,0,0.5,0,0.000802 ,0,0,0,1.943,0.473,0,0
000067-68-5,0,-0.23854,-0.184,0,0.357,0,0.003356 ,0,0,0,3.488,0.496,0,0
000071-23-8,0,-0.28026,-0.28,0,1.053,0.5,0.003077 ,0,0,0,2.685,0.563,0,0
000071-41-0,0,-0.27963,-0.547,0,1.046,0.319,0.003356 ,0,0,0,4.496,0.438,0,0
000071-43-2,0,-0.26009,0.024,0,0.917,0.25,0.002524 ,0,0,0,1.965,0.256,0,0
000071-55-6,37.5,-0.31365,-0.093,0,0.639,0,0.003356 ,0,0,0,0.976,0.645,0,1
000074-84-0,0,-0.34598,-0.307,0,2,0,0.003663 ,0,0,0,0.908,0.289,0,0
000074-84-0,0,-0.34598,-0.307,0,2,0,0.003058 ,0,0,0,0.908,0.289,0,0
000074-84-0,0,-0.34598,-0.307,0,2,0,0.002653 ,0,0,0,0.908,0.289,0,0
000074-88-4,20,-0.26047,-0.086,0,1.045,0,0.003356 ,0,0,0,0,0.685,0,0
000074-96-4,12.5,-0.27918,-0.234,0,0.52,0,0.003356 ,0,0,0,0.978,0.552,0,0
000074-98-6,0,-0.33024,-0.429,0,1.833,0,0.004000 ,0,0,0,1.811,0.33,0,0
000074-98-6,0,-0.33024,-0.429,0,1.833,0,0.002381 ,0,0,0,1.811,0.33,0,0
000075-02-5,16.7,-0.28048,-0.076,1,0.532,0,0.003356 ,0.25,2,0,0.221,0.693,0,0
000075-09-2,40,-0.31597,-0.061,0,0.652,0,0.003356 ,0,0,0,0.001,0.761,0,0
000075-19-4,0,-0.29851,-0.228,0,1.333,0,0.003356 ,0,0,0,2.979,0.29,0,0
000075-26-3,9.1,-0.2766,-0.395,0,0.553,0,0.004348 ,0,0,0,1.929,0.449,0,0
000075-26-3,9.1,-0.2766,-0.395,0,0.553,0,0.002703 ,0,0,0,1.929,0.449,0,0
000075-28-5,0,-0.32412,-0.513,0,1.75,0,0.004274 ,0,0,0,2.654,0.296,0,0
000075-28-5,0,-0.32412,-0.513,0,1.75,0,0.003378 ,0,0,0,2.654,0.296,0,0
000075-28-5,0,-0.32412,-0.513,0,1.75,0,0.003077 ,0,0,0,2.654,0.296,0,0
000075-28-5,0,-0.32412,-0.513,0,1.75,0,0.002667 ,0,0,0,2.654,0.296,0,0
000075-35-4,33.3,-0.27556,-0.08,0,0.62,0,0.003356 ,0,2,0,0.062,0.742,0,0
000075-44-5,50,-0.33439,-0.015,0,1.94,0,0.003356 ,0,0,0,0.006,0.75,0,0
000075-56-9,0,-0.27709,-0.219,0,0.829,0.289,0.003356 ,0,0,0,3.646,0.533,0,0
000075-66-1,0,-0.23895,-0.477,0,1.201,0,0.003356 ,0,0,0,2.689,0.443,0,1
000075-73-0,80,-0.4579,-0.138,0,2.5,0,0.003356 ,0,0,0,0.328,0.361,0,1
000075-87-6,42.9,-0.31129,-0.002,1,1.008,0.354,0.003356 ,0.234,0,0,0.774,0.758,0,1
000075-91-2,0,-0.26617,-0.329,0,0.578,0.354,0.004630 ,0,0,0,5.281,0.491,0,1
000075-91-2,0,-0.26617,-0.329,0,0.578,0.354,0.003356 ,0,0,0,5.281,0.491,0,1
000076-37-9,33.3,-0.31248,-0.074,0,0.85,0.275,0.003802 ,0,0,0,3.482,0.729,0,1
000076-37-9,33.3,-0.31248,-0.074,0,0.85,0.275,0.003247 ,0,0,0,3.482,0.729,0,1
000077-76-9,0,-0.26114,-0.403,0,0.921,0.319,0.003356 ,0,0,0,4.844,0.4,0,1
000078-38-6,0,-0.28643,-0.59,0,1.027,0.233,0.003356 ,0,0,0,9.972,0.42,0,0
000078-40-0,0,-0.29224,-0.588,0,1.088,0.213,0.003356 ,0,0,0,12.689,0.404,0,0
000078-79-5,0,-0.23944,-0.253,1,1.3,0.408,0.003356 ,1.722,2,0,2.045,0.601,0,0
000078-79-5,0,-0.23944,-0.253,1,1.3,0.408,0.002755 ,1.722,2,0,2.045,0.601,0,0
000078-79-5,0,-0.23944,-0.253,1,1.3,0.408,0.002421 ,1.722,2,0,2.045,0.601,0,0
000078-92-2,0,-0.27657,-0.48,0,1.047,0.408,0.003356 ,0,0,0,3.631,0.492,0,0
000078-93-3,0,-0.25487,-0.445,0,0.506,0.408,0.001040 ,0,0,0,2.785,0.501,0,0
000078-93-3,0,-0.25487,-0.445,0,0.506,0.408,0.000901 ,0,0,0,2.785,0.501,0,0
000078-93-3,0,-0.25487,-0.445,0,0.506,0.408,0.000771 ,0,0,0,2.785,0.501,0,0
000079-00-5,37.5,-0.31756,-0.075,0,0.639,0.408,0.003356 ,0,0,0,0.969,0.645,0,0
000079-16-3,0,-0.25949,-0.127,0,0.726,0.408,0.003356 ,0,0,0,2.113,0.639,0,0
000079-29-8,0,-0.30974,-0.868,0,1.667,0.333,0.001151 ,0,0,0,4.225,0.272,0,0
000079-29-8,0,-0.30974,-0.868,0,1.667,0.333,0.001066 ,0,0,0,4.225,0.272,0,0
000079-29-8,0,-0.30974,-0.868,0,1.667,0.333,0.000962 ,0,0,0,4.225,0.272,0,0
000079-29-8,0,-0.30974,-0.868,0,1.667,0.333,0.000865 ,0,0,0,4.225,0.272,0,0
000079-29-8,0,-0.30974,-0.868,0,1.667,0.333,0.000802 ,0,0,0,4.225,0.272,0,0
000079-35-6,66.7,-0.27345,-0.075,0,1.329,0.333,0.003356 ,0,2,0,0.202,0.742,0,0
000080-56-8,0,-0.22819,-0.748,1,1.204,0.168,0.003356 ,2.435,0,0,8.19,0.493,0.272,1
000080-62-6,0,-0.27741,-0.346,0,0.729,0.297,0.003195 ,0,1,0,3.125,0.685,0,0
